YYYY-MM-DD HH:MM:SS.MS       What Happened
2024-05-29 18:47:16.464594   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 18:48:27.526204   Bot Started
2024-05-29 18:48:35.495793   (Game) the_emerald_dukeHas started playing Russian Roulette2024-05-29 18:49:17.778406   (Game) the_kozuHas started playing Russian Roulette
2024-05-29 18:54:48.453273   Bot Started
2024-05-29 18:54:51.583604   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 18:57:21.415029   Bot Started
2024-05-29 18:57:26.063890   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 18:57:56.877523   Bot Started
2024-05-29 18:58:06.042798   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 18:58:42.936474   Bot Started
2024-05-29 18:59:16.111848   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 18:59:49.597591   Bot Started
2024-05-29 18:59:53.153009   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 19:00:42.842373   Bot Started
2024-05-29 19:00:48.493539   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-29 19:02:55.171256   Bot Started
2024-05-29 19:03:02.644391   (Game) the_emerald_dukeHas started playing Russian Roulette2024-05-29 19:03:08.041058   (Game) the_emerald_dukeHas stopped playing Russian Roulette2024-05-29 19:03:16.476634   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-30 19:37:46.926026   Bot Started
2024-05-30 19:38:04.603094   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:39:09.812502   Bot Started
2024-05-30 19:39:20.395637   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:40:14.698406   Bot Started
2024-05-30 19:40:25.858494   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:42:44.433451   Bot Started
2024-05-30 19:42:53.911107   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:43:52.325663   Bot Started
2024-05-30 19:43:56.258057   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:45:53.438809   Bot Started
2024-05-30 19:46:00.388955   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:47:24.059635   Bot Started

2024-05-30 19:47:44.125470   Bot Started
2024-05-30 19:48:00.374595   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 19:49:15.213919   Bot Started
2024-05-30 19:49:20.684859   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-30 19:50:03.716336   (Game) the_kozuHas started playing Russian Roulette

2024-05-30 20:00:50.387726   Bot Started
2024-05-30 20:00:57.944642   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:02:03.645033   Bot Started
2024-05-30 20:02:15.975025   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:03:15.151139   Bot Started
2024-05-30 20:03:23.623652   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:04:44.959597   Bot Started
2024-05-30 20:04:53.199683   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:07:36.753841   Bot Started
2024-05-30 20:07:40.382551   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:08:06.115833   Bot Started
2024-05-30 20:08:10.049413   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:12:27.163983   Bot Started
2024-05-30 20:12:38.052185   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:13:28.527836   Bot Started
2024-05-30 20:13:40.683882   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:14:20.205949   Bot Started
2024-05-30 20:14:23.905498   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:15:11.720763   Bot Started
2024-05-30 20:15:18.348703   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:18:27.987748   Bot Started
2024-05-30 20:18:30.118004   Bot Shutdown by the_emerald_duke
2024-05-30 20:18:38.794374   Bot Shutdown by the_emerald_duke
2024-05-30 20:18:46.641750   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-05-30 20:18:54.666687   (Game) the_emerald_dukeHas stopped playing Russian Roulette

2024-05-30 20:19:41.393911   Bot Started
2024-05-30 20:19:45.159227   Bot Shutdown by the_emerald_duke
2024-05-30 20:19:59.196495   Bot Shutdown by the_emerald_duke
2024-05-30 20:20:18.912992   Bot Shutdown by the_emerald_duke

2024-05-30 20:20:48.387800   Bot Started
2024-05-30 20:21:07.648815   Bot Shutdown by the_emerald_duke

2024-05-30 20:21:29.112629   Bot Started
2024-05-30 20:21:32.547574   Bot Shutdown by the_emerald_duke

2024-05-30 20:22:57.763687   Bot Started
2024-05-30 20:23:01.475718   Bot Shutdown by the_emerald_duke
2024-05-30 20:23:06.629429   Bot Shutdown by the_emerald_duke

2024-05-30 20:24:58.963719   Bot Started
2024-05-30 20:25:02.781846   Bot Shutdown by the_emerald_duke

2024-05-30 20:34:13.824066   Bot Started
2024-05-30 20:34:23.935819   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:36:12.472032   Bot Started

2024-05-30 20:36:30.661286   Bot Started
2024-05-30 20:36:38.213501   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:38:06.981115   Bot Started
2024-05-30 20:38:14.549371   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:39:09.483049   Bot Started
2024-05-30 20:39:13.587279   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:40:13.483423   Bot Started
2024-05-30 20:40:23.651407   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:42:13.877988   Bot Started
2024-05-30 20:42:22.530517   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-05-30 20:47:52.151120   Bot Started
2024-05-30 20:47:59.416567   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:12:02.305757   Bot Started

2024-06-10 04:19:53.184718   Bot Started
2024-06-10 04:20:11.862839   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:27:26.216467   Bot Started
2024-06-10 04:27:42.636500   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:28:26.961523   Bot Started
2024-06-10 04:28:31.803502   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:29:14.751202   Bot Started
2024-06-10 04:31:25.362237   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:32:58.744351   Bot Started
2024-06-10 04:33:06.237932   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:38:26.224884   Bot Started
2024-06-10 04:38:30.991476   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:39:21.711755   Bot Started
2024-06-10 04:39:28.006573   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:40:18.498997   Bot Started
2024-06-10 04:40:33.260678   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:43:34.814874   Bot Started
2024-06-10 04:43:46.592348   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 04:44:40.783749   Bot Started
2024-06-10 04:44:48.395366   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 05:03:40.110214   Bot Started

2024-06-10 05:04:34.531446   Bot Started
2024-06-10 05:04:52.939275   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 05:05:46.369995   Bot Started
2024-06-10 05:06:07.398192   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 05:07:13.013226   Bot Started
2024-06-10 05:07:16.811163   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 05:09:04.924393   Bot Started
2024-06-10 05:09:14.573922   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-10 21:18:24.321967   Bot Started
2024-06-10 21:45:51.620894   Bot Shutdown by the_emerald_duke

2024-06-10 21:46:09.943349   Bot Started
2024-06-10 21:46:15.565262   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:33:36.009514   Bot Started
2024-06-12 17:33:56.322648   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:39:02.396527   Bot Started
2024-06-12 17:39:17.728373   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:40:03.314046   Bot Started
2024-06-12 17:40:07.809004   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:41:23.643510   Bot Started
2024-06-12 17:41:34.145585   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:42:32.186233   Bot Started
2024-06-12 17:42:38.362998   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:43:31.135025   Bot Started
2024-06-12 17:43:40.560726   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:46:46.703361   Bot Started
2024-06-12 17:46:55.777616   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:47:38.740013   Bot Started
2024-06-12 17:47:46.806652   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 17:48:18.864281   Bot Started
2024-06-12 17:48:37.517514   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 18:07:09.075585   Bot Started

2024-06-12 18:14:17.948785   Bot Started
2024-06-12 18:14:38.179351   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 18:19:36.089402   Bot Started
2024-06-12 18:19:57.499575   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 18:21:33.593954   Bot Started
2024-06-12 18:22:21.741959   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:01:38.712794   Bot Started
2024-06-12 19:01:49.127708   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:03:00.133910   Bot Started
2024-06-12 19:03:10.188259   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:07:10.120174   Bot Started
2024-06-12 19:07:16.676279   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:10:46.252808   Bot Started
2024-06-12 19:10:57.839550   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:11:42.641810   Bot Started
2024-06-12 19:11:50.616944   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:13:00.533747   Bot Started
2024-06-12 19:13:04.532163   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:14:41.436538   Bot Started
2024-06-12 19:14:46.142201   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:16:08.293213   Bot Started
2024-06-12 19:16:12.811585   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:18:46.017697   Bot Started
2024-06-12 19:18:52.441871   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:19:36.643940   Bot Started

2024-06-12 19:20:09.727774   Bot Started
2024-06-12 19:20:24.637377   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:21:17.276874   Bot Started
2024-06-12 19:21:36.692459   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:22:39.454549   Bot Started
2024-06-12 19:22:44.540405   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-12 19:24:53.188414   (Game) the_emerald_dukeHas stopped playing Russian Roulette

2024-06-12 19:26:20.703631   Bot Started
2024-06-12 19:26:24.397914   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:26:55.690856   Bot Started
2024-06-12 19:27:02.155552   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:28:48.344244   Bot Started
2024-06-12 19:29:09.968103   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:29:38.807958   Bot Started
2024-06-12 19:29:45.308614   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 19:30:04.651603   Bot Started
2024-06-12 19:30:12.604997   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 20:42:24.581799   Bot Started

2024-06-12 22:10:15.970401   Bot Started
2024-06-12 22:11:02.953236   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 22:14:22.051611   Bot Started
2024-06-12 22:14:28.606706   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 22:18:11.001457   Bot Started

2024-06-12 22:34:09.907756   Bot Started
2024-06-12 22:34:16.490432   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-12 22:35:08.663560   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-12 22:35:09.726029   Bot Started

2024-06-13 02:19:42.014366   Bot Started

2024-06-13 10:12:19.073887   Bot Started
2024-06-13 10:12:26.161647   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 10:15:01.328734   (Game) the_emerald_dukeHas stopped playing Russian Roulette
2024-06-13 10:15:08.301461   Bot Shutdown by the_emerald_duke

2024-06-13 10:17:31.094951   Bot Started
2024-06-13 10:17:32.738696   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 10:17:43.223037   Bot Shutdown by the_emerald_duke

2024-06-13 10:18:10.802757   Bot Started
2024-06-13 10:18:17.060297   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 10:19:04.736537   (Game) the_emerald_dukeHas stopped playing Russian Roulette
2024-06-13 10:19:12.863481   Bot Shutdown by the_emerald_duke

2024-06-13 10:21:29.373918   Bot Started
2024-06-13 10:21:30.908852   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 10:22:00.695154   Bot Shutdown by the_emerald_duke

2024-06-13 10:23:01.732107   Bot Started
2024-06-13 10:23:06.468629   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-13 10:23:49.725178   Bot Started
2024-06-13 10:23:50.943298   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-13 10:25:06.176860   Bot Started
2024-06-13 10:25:10.079812   (Game) the_emerald_dukeHas started playing Russian Roulette

2024-06-13 10:45:56.681632   Bot Started

2024-06-13 10:46:41.519721   Bot Started

2024-06-13 11:29:35.537617   Bot Started
2024-06-13 11:29:43.107030   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 11:44:01.469801   Bot Shutdown by the_emerald_duke

2024-06-13 11:49:56.114728   Bot Started

2024-06-13 11:55:12.170610   Bot Started

2024-06-13 11:57:44.493267   Bot Started

2024-06-13 12:06:56.354876   Bot Started

2024-06-13 12:08:49.909370   Bot Started
2024-06-13 12:09:50.749522   (FAIL) Bot Shutdown attempted by the_emerald_duke

2024-06-13 14:44:06.617583   Bot Started

2024-06-13 14:44:27.272992   Bot Started

2024-06-13 14:45:14.411102   Bot Started

2024-06-13 14:47:55.719437   Bot Started

2024-06-13 14:48:28.827069   Bot Started

2024-06-13 14:48:54.763876   Bot Started

2024-06-13 15:16:00.560776   Bot Started

2024-06-13 15:16:48.954163   Bot Started

2024-06-13 15:17:37.343902   Bot Started

2024-06-13 15:20:27.767926   Bot Started

2024-06-13 15:21:20.736261   Bot Started
2024-06-13 15:21:33.037461   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 15:21:43.516331   (Game) the_emerald_dukeHas stopped playing Russian Roulette

2024-06-13 15:22:45.790662   Bot Started
2024-06-13 15:24:31.252983   Bot Shutdown by the_emerald_duke

2024-06-13 15:30:22.125091   Bot Started
2024-06-13 15:30:37.198601   (Game) the_kozuHas started playing Russian Roulette
2024-06-13 15:32:28.542834   (Game) the_kozuHas stopped playing Russian Roulette
2024-06-13 15:33:04.978086   (FAIL) Bot Shutdown attempted by the_kozu

2024-06-13 15:34:42.553147   Bot Started
2024-06-13 15:36:04.501513   Bot Shutdown by the_emerald_duke

2024-06-13 15:49:01.926620   Bot Started

2024-06-13 15:55:39.278183   Bot Started

2024-06-13 15:56:40.289855   Bot Started

2024-06-13 15:58:14.616620   Bot Started

2024-06-13 15:59:30.015693   Bot Started

2024-06-13 15:59:56.076528   Bot Started

2024-06-13 16:02:43.172690   Bot Started

2024-06-13 16:07:10.206368   Bot Started

2024-06-13 16:13:09.686613   Bot Started

2024-06-13 16:13:46.230668   Bot Started

2024-06-13 16:14:36.034463   Bot Started

2024-06-13 16:15:21.913921   Bot Started

2024-06-13 16:17:05.351533   Bot Started

2024-06-13 16:26:19.106995   Bot Started

2024-06-13 16:26:57.741929   Bot Started

2024-06-13 16:27:21.435918   Bot Started

2024-06-13 16:32:37.566222   Bot Started

2024-06-13 16:58:53.987552   Bot Started

2024-06-13 17:00:22.854449   Bot Started

2024-06-13 17:01:26.270334   Bot Started

2024-06-13 17:15:33.659358   Bot Started

2024-06-13 17:17:13.239106   Bot Started

2024-06-13 17:20:01.955591   Bot Started

2024-06-13 17:22:45.364127   Bot Started

2024-06-13 17:24:49.230257   Bot Started

2024-06-13 17:26:38.121061   Bot Started
2024-06-13 17:29:46.428033   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 17:31:41.431197   (Game) the_emerald_dukeHas stopped playing Russian Roulette
2024-06-13 18:46:05.442035   (Game) the_emerald_dukeHas started playing Russian Roulette
2024-06-13 18:48:32.364717   (Game) thisapphiremporerHas started playing Russian Roulette
2024-06-13 18:51:31.417681   (Game) thisapphiremporerHas stopped playing Russian Roulette
2024-06-13 18:52:14.010677   (FAIL) Bot Shutdown attempted by thisapphiremporer

2024-06-13 18:54:04.102502   Bot Started

2024-06-13 20:42:43.401925   Bot Started

2024-06-13 20:43:27.727098   Bot Started

2024-06-13 20:45:12.496250   Bot Started

2024-06-13 20:46:22.112001   Bot Started

2024-06-13 21:03:01.720770   Bot Started
2024-06-13 21:03:43.317864   (Game) the_kozuHas started playing Russian Roulette
